t,phase,ax,ay,az,gx,gy,gz
22.902,SQUAT,2531,-861,3979,-497,1461,298
22.917,SQUAT,2584,-1187,3943,-396,1305,61
22.932,SQUAT,2636,-855,4042,-319,1097,326
22.948,SQUAT,2794,-811,4081,-265,783,137
22.962,SQUAT,2991,186,3828,-378,826,-173
22.978,SQUAT,2128,-925,3903,-790,709,216
22.984,SQUAT,2607,-1217,4237,-659,659,93
23.007,SQUAT,2737,-1458,4277,-603,635,5
23.023,SQUAT,2182,-1604,4392,-406,618,117
23.038,SQUAT,1995,-1542,4465,-289,458,39
23.052,SQUAT,1620,-1338,4346,-240,205,137
23.068,SQUAT,1902,-1494,4252,-225,26,135
23.082,SQUAT,1327,-1478,4450,-255,-201,114
23.097,SQUAT,1294,-1188,4476,-69,-240,74
23.112,SQUAT,1369,-1486,4411,1,-312,42
23.125,SQUAT,1408,-1522,4486,70,-380,-71
23.140,SQUAT,1553,-1082,4381,155,-381,-179
23.157,SQUAT,1371,-951,4199,173,-369,-223
23.172,SQUAT,1232,-985,4090,178,-475,-264
23.188,SQUAT,1228,-1010,4253,160,-641,-359
23.188,SQUAT,1438,-973,4291,222,-691,-485
23.217,SQUAT,1432,-943,4193,257,-736,-503
23.220,SQUAT,1600,-1191,3994,314,-839,-504
23.236,SQUAT,1592,-1385,3989,430,-946,-489
23.251,SQUAT,1640,-1237,4043,547,-1066,-474
23.267,SQUAT,1733,-952,4016,566,-1216,-456
23.292,SQUAT,1941,-791,3966,574,-1308,-427
23.305,SQUAT,2071,-475,3712,771,-1215,-488
23.323,SQUAT,2176,-500,3674,728,-1355,-464
23.331,SQUAT,2384,-513,3633,765,-1404,-502
23.353,SQUAT,2546,-592,3427,762,-1519,-491
23.363,SQUAT,2692,-658,3317,859,-1596,-438
23.380,SQUAT,2797,-503,3326,992,-1661,-397
23.397,SQUAT,2854,-287,3287,1074,-1724,-350
23.411,SQUAT,2939,-196,3145,1057,-1854,-288
23.426,SQUAT,2985,-31,2795,1089,-1907,-195
23.442,SQUAT,3092,-30,2402,1080,-1983,-100
23.458,SQUAT,3227,-27,2165,1059,-2030,-34
23.471,SQUAT,3337,109,2293,1020,-2037,-29
23.485,SQUAT,3473,154,2268,948,-2090,-49
23.499,SQUAT,3498,192,2014,870,-2143,-37
23.518,SQUAT,3509,191,1732,791,-2150,11
23.523,SQUAT,3424,312,1514,781,-2181,90
23.547,SQUAT,3520,448,1551,805,-2207,85
23.553,SQUAT,3443,624,1458,766,-2253,60
23.570,SQUAT,3182,833,1180,771,-2338,17
23.592,SQUAT,3110,836,1027,614,-2376,2
23.601,SQUAT,3243,901,997,456,-2237,-51
23.621,SQUAT,3116,775,955,492,-2269,-92
23.635,SQUAT,3010,456,921,492,-2227,17
23.652,SQUAT,2812,248,934,438,-2350,140
23.664,SQUAT,2920,472,896,414,-2359,124
23.680,SQUAT,2849,735,965,531,-2347,126
23.696,SQUAT,2854,596,790,602,-2373,159
23.712,SQUAT,3004,409,757,328,-2450,234
23.727,SQUAT,3107,619,616,335,-2521,175
23.728,SQUAT,3119,476,620,390,-2446,181
23.745,SQUAT,3073,-53,573,508,-2522,277
23.760,SQUAT,3488,-566,404,458,-2397,334
23.794,SQUAT,3728,-961,535,331,-2137,601
23.794,SQUAT,4323,-1074,750,415,-1961,721
23.816,SQUAT,5330,-1086,1085,309,-1564,597
23.833,SQUAT,6102,-784,1383,519,-940,188
23.840,SQUAT,5367,-377,736,1163,-456,-110
23.854,SQUAT,4468,628,123,1497,-136,-113
23.877,SQUAT,3340,1375,-1123,1398,-63,79
23.891,SQUAT,2960,1357,-1546,859,-307,347
23.902,SQUAT,3223,486,-1803,466,-514,399
23.921,SQUAT,4438,4,-1633,210,-535,160
23.934,SQUAT,4462,-400,-1309,-148,-427,82
23.952,SQUAT,4008,-709,-924,-22,-243,102
23.965,SQUAT,4001,-649,-1045,298,-83,86
23.982,SQUAT,3875,-479,-1377,378,-78,56
23.998,SQUAT,3924,-381,-1709,312,-91,4
24.012,SQUAT,3889,-221,-1874,192,-120,3
24.028,SQUAT,3875,-173,-1673,129,-62,-15
24.028,SQUAT,4000,-56,-1298,84,-18,-31
24.045,SQUAT,4123,-95,-1146,-57,6,-13
24.061,SQUAT,4073,-167,-1119,-130,38,27
24.087,SQUAT,3847,-193,-1113,-113,53,35
24.092,SQUAT,3720,-180,-1189,-77,43,5
24.107,SQUAT,3865,-72,-1142,-153,36,-13
24.124,SQUAT,4070,-11,-1070,-244,18,-38
24.138,SQUAT,4190,-194,-867,-344,40,-45
24.157,SQUAT,4040,-162,-750,-211,91,-23
24.172,SQUAT,3879,-58,-769,-144,104,-5
24.186,SQUAT,3913,-34,-809,-222,101,-3
24.201,SQUAT,4019,-40,-738,-273,100,-20
24.219,SQUAT,4060,2,-697,-255,116,-46
24.235,SQUAT,4091,-56,-701,-274,115,-67
24.249,SQUAT,4037,-179,-619,-265,111,-83
24.266,SQUAT,3982,-142,-624,-132,111,-90
24.282,SQUAT,4093,30,-594,-112,145,-82
24.298,SQUAT,4145,229,-592,-197,155,-80
24.313,SQUAT,3954,129,-739,-298,143,-74
24.327,SQUAT,3852,42,-777,-371,148,-82
24.343,SQUAT,3903,19,-867,-462,167,-89
24.345,SQUAT,4025,-59,-833,-538,240,-91
24.358,SQUAT,4186,-178,-718,-527,394,-112
24.381,SQUAT,4180,-271,-599,-447,531,-124
24.398,SQUAT,4216,-377,-601,-374,686,-143
24.407,SQUAT,4525,-362,-498,-373,862,-232
24.422,SQUAT,4445,-542,-544,-420,1027,-299
24.441,SQUAT,4074,-689,-652,-351,1124,-318
24.453,SQUAT,3920,-756,-481,-233,1210,-305
24.477,SQUAT,3882,-695,-178,-147,1348,-277
24.486,SQUAT,3915,-446,353,-166,1661,-262
24.508,SQUAT,3951,-151,705,-228,1969,-322
24.520,SQUAT,4353,492,1147,-340,2271,-466
24.533,SQUAT,4977,942,1533,-979,2624,-499
24.553,SQUAT,3692,889,243,-2098,2527,-69
24.565,SQUAT,2093,644,-1105,-2548,1961,281
24.581,SQUAT,1892,506,-422,-1883,1796,238
24.596,SQUAT,3485,472,1411,-1923,2464,250
24.612,SQUAT,4186,85,1281,-2150,2387,527
24.620,SQUAT,4138,-1466,65,-1642,2186,527
24.642,SQUAT,3261,-1721,1511,724,2558,500
24.653,SQUAT,3244,-715,1513,1657,2741,519
24.672,SQUAT,2748,1194,1372,960,2327,179
24.679,SQUAT,2762,2535,846,-48,2520,-50
24.693,SQUAT,2564,2516,2502,-1040,2483,123
24.718,SQUAT,2311,602,2104,-2120,1864,141
24.732,SQUAT,2551,39,2137,-564,2218,135
24.747,SQUAT,2852,-29,1927,-156,2309,375
24.763,SQUAT,3450,-85,1522,-348,2206,458
24.777,SQUAT,3749,-82,1477,-468,2321,541
24.791,SQUAT,3934,423,1709,-421,2344,472
24.806,SQUAT,3624,172,2001,-812,2023,279
24.822,SQUAT,2886,-250,2228,-599,2184,130
24.836,SQUAT,1944,134,2921,-500,2086,-1
24.852,SQUAT,1263,330,3281,-421,2084,81
24.867,SQUAT,1687,-244,3144,-578,1972,297
24.881,SQUAT,2505,-257,3205,-604,1893,449
24.897,SQUAT,2865,-433,2845,-511,1937,447
24.911,SQUAT,2842,-1468,2986,-726,1738,355
24.927,SQUAT,2688,-1136,3450,-410,1813,343
24.943,SQUAT,2679,-1100,3436,-555,1687,334
24.956,SQUAT,2216,-599,3680,-534,1678,541
24.970,SQUAT,2321,-522,3807,-710,1580,456
24.986,SQUAT,2035,-721,4066,-683,1424,585
25.002,SQUAT,2845,-420,4064,-401,1280,404
25.018,SQUAT,2015,-1208,4115,-260,1207,212
25.031,SQUAT,1837,-671,4397,-193,1100,320
25.041,SQUAT,1728,-880,4642,-457,970,289
25.055,SQUAT,1734,-1330,4474,-432,796,285
25.077,SQUAT,1593,-1583,4183,-328,685,306
25.088,SQUAT,1397,-1585,4081,-308,601,300
25.107,SQUAT,1311,-1674,4270,-357,418,345
25.122,SQUAT,1504,-2026,4533,-317,164,248
25.136,SQUAT,1349,-1551,4509,-119,27,199
25.150,SQUAT,1126,-1615,4573,-163,-206,137
25.166,SQUAT,786,-1043,4592,-127,-316,45
25.182,SQUAT,1188,-894,4536,-21,-234,28
25.197,SQUAT,1274,-1132,4492,117,-188,-123
25.197,SQUAT,1138,-1241,4517,109,-343,-196
25.221,SQUAT,1227,-1316,4464,135,-484,-269
25.240,SQUAT,1330,-1327,4230,233,-555,-358
25.245,SQUAT,1082,-1202,4143,249,-698,-424
25.260,SQUAT,1249,-1384,4125,249,-789,-387
25.278,SQUAT,1343,-1280,4205,308,-872,-368
25.293,SQUAT,1484,-980,4136,375,-909,-446
25.316,SQUAT,1670,-966,4059,443,-951,-520
25.324,SQUAT,1833,-860,4006,471,-996,-593
25.340,SQUAT,1744,-817,3923,512,-1060,-614
25.359,SQUAT,1966,-819,3870,470,-1142,-607
25.372,SQUAT,2007,-824,3758,429,-1217,-568
25.388,SQUAT,1939,-862,3612,486,-1293,-513
25.403,SQUAT,2023,-939,3492,582,-1348,-483
25.421,SQUAT,2405,-687,3723,556,-1411,-479
25.435,SQUAT,2587,-463,3632,639,-1399,-499
25.451,SQUAT,2749,-388,3631,638,-1455,-479
25.467,SQUAT,2753,-392,3300,719,-1535,-462
25.480,SQUAT,2730,-459,3092,839,-1589,-422
25.497,SQUAT,2664,-394,2961,890,-1723,-375
25.499,SQUAT,2695,-194,2910,924,-1791,-336
25.521,SQUAT,2871,-1,2924,921,-1829,-360
25.531,SQUAT,3036,44,2659,905,-1841,-338
25.547,SQUAT,3217,-183,2474,844,-1893,-303
25.563,SQUAT,3272,-348,2217,917,-1906,-237
25.579,SQUAT,3294,-293,2196,1007,-1878,-154
25.602,SQUAT,3230,-25,2082,1011,-1842,-57
25.612,SQUAT,3054,330,2209,1047,-1893,-64
25.627,SQUAT,3022,560,1821,967,-1959,-76
25.643,SQUAT,3178,709,1907,936,-1951,-124
25.658,SQUAT,3267,609,1674,527,-2270,-67
25.674,SQUAT,3380,535,1223,564,-2153,-73
25.691,SQUAT,3484,467,1355,608,-2009,-33
25.706,SQUAT,3436,354,1294,660,-1867,76
25.722,SQUAT,3073,339,1232,737,-1941,113
25.737,SQUAT,2882,234,1250,775,-1926,109
25.752,SQUAT,2891,404,1659,849,-2080,154
25.765,SQUAT,3056,452,914,831,-2191,218
25.780,SQUAT,3101,645,506,784,-2103,258
25.785,SQUAT,3166,865,673,852,-1948,298
25.803,SQUAT,3432,747,984,728,-1839,333
25.822,SQUAT,3278,560,1432,511,-1947,344
25.833,SQUAT,3179,277,1363,493,-1982,346
25.856,SQUAT,3108,351,1078,691,-2038,343
25.871,SQUAT,3203,614,755,1045,-2041,366
25.880,SQUAT,3472,887,580,1062,-2060,287
25.901,SQUAT,3319,1022,301,921,-2021,351
25.914,SQUAT,3719,635,503,546,-2115,404
25.928,SQUAT,3647,-113,242,93,-2292,548
25.947,SQUAT,2426,-1773,-1399,360,-2594,729
25.961,SQUAT,3208,-915,-1417,674,-2303,809
25.975,SQUAT,6970,1130,1091,-88,-1282,534
25.991,SQUAT,7029,258,2088,-882,-387,290
26.006,SQUAT,5538,-359,2443,-53,293,92
26.022,SQUAT,3818,-244,225,696,422,51
26.022,SQUAT,2896,-340,-1625,1183,270,93
26.052,SQUAT,2719,-374,-2629,981,-7,212
26.053,SQUAT,2479,-953,-2465,509,-343,622
26.070,SQUAT,4310,-728,-1705,608,-461,470
26.085,SQUAT,5260,613,-1484,218,-278,299
26.101,SQUAT,4393,1088,-1300,-766,-275,342
26.123,SQUAT,4070,587,-1112,-1285,-315,286
26.133,SQUAT,3956,-210,-1068,-1151,-312,145
26.158,SQUAT,3961,-1278,-1001,-706,-255,71
26.165,SQUAT,4066,-1947,-815,-137,-169,75
26.188,SQUAT,4282,-1934,-752,429,-69,56
26.197,SQUAT,4142,-1090,-927,765,48,14
26.212,SQUAT,3847,-203,-1207,650,60,-18
26.228,SQUAT,3681,328,-1387,379,11,-46
26.245,SQUAT,3745,568,-1351,78,-103,-10
26.260,SQUAT,3924,405,-1172,-185,-115,38
26.277,SQUAT,4027,27,-912,-399,-138,58
26.293,SQUAT,4086,-457,-831,-447,-137,58
26.307,SQUAT,4179,-752,-861,-229,-138,8
26.323,SQUAT,4183,-734,-927,52,-72,-35
26.334,SQUAT,4007,-406,-1010,240,-4,-64
26.342,SQUAT,3962,-168,-1058,176,34,-78
26.356,SQUAT,3938,-342,-1165,14,-17,-79
26.382,SQUAT,3851,-458,-1200,-1,-50,-66
26.395,SQUAT,3771,-211,-1094,54,-32,-61
26.402,SQUAT,3853,108,-987,-47,-7,-71
26.423,SQUAT,3959,-19,-924,-259,1,-83
26.443,SQUAT,4078,-344,-804,-279,19,-96
26.457,SQUAT,4090,-607,-818,-120,81,-111
26.465,SQUAT,4079,-481,-771,70,145,-119
26.481,SQUAT,4011,-277,-881,117,171,-134
26.496,SQUAT,3827,-187,-962,30,130,-137
26.511,SQUAT,3753,-230,-1009,35,85,-148
26.526,SQUAT,4002,-174,-958,38,83,-153
26.543,SQUAT,4079,84,-795,-6,114,-134
26.559,SQUAT,4166,395,-589,-52,191,-188
26.576,SQUAT,4011,406,-546,-237,302,-217
26.593,SQUAT,4034,351,-633,-336,439,-202
26.605,SQUAT,4075,132,-954,-521,555,-172
26.621,SQUAT,4012,-233,-1228,-665,612,-144
26.637,SQUAT,3847,-510,-1224,-684,682,-125
26.637,SQUAT,3858,-623,-1062,-597,719,-171
26.653,SQUAT,4121,-617,-806,-477,760,-243
26.669,SQUAT,4635,-568,-459,-407,815,-347
26.691,SQUAT,4551,-766,-720,-396,922,-350
26.701,SQUAT,4098,-530,-733,-285,982,-339
26.723,SQUAT,3808,76,-670,-216,1085,-402
26.733,SQUAT,3888,515,-562,-411,1168,-442
26.749,SQUAT,4044,397,-539,-847,1267,-367
26.764,SQUAT,3943,196,-96,-1166,1443,-336
26.780,SQUAT,3869,185,656,-1072,1660,-397
26.797,SQUAT,3873,359,1211,-933,1902,-453
26.813,SQUAT,3422,287,976,-1192,1999,-308
26.828,SQUAT,3051,134,1015,-1354,1959,-106
26.847,SQUAT,3250,241,1314,-1402,2045,-17
26.860,SQUAT,3567,644,1869,-1252,2399,33
26.875,SQUAT,3329,860,2629,-972,2559,253
26.892,SQUAT,2906,314,1702,-847,2261,418
26.907,SQUAT,2897,-49,671,-494,2059,69
26.907,SQUAT,3567,-43,688,-72,2576,-335
26.933,SQUAT,3452,353,804,128,2788,-23
26.955,SQUAT,3042,399,1509,-529,2572,314
26.955,SQUAT,2925,227,1449,-1007,2405,318
26.972,SQUAT,2758,189,1147,-186,2683,343
26.986,SQUAT,2646,-540,1934,-247,2220,417
27.012,SQUAT,3388,-587,1089,157,2261,376
27.024,SQUAT,3736,109,1311,17,2303,397
27.034,SQUAT,3616,930,1066,-278,2376,619
27.057,SQUAT,3060,1620,1894,-1078,2215,723
27.067,SQUAT,2988,1600,2546,-1665,1997,841
27.087,SQUAT,3108,518,2385,-1647,1998,586
27.098,SQUAT,2552,-114,2901,-1166,2004,376
27.113,SQUAT,2042,-412,2987,-706,2187,398
27.130,SQUAT,1416,-909,3025,-497,2150,464
27.146,SQUAT,1947,-600,3325,-97,2100,513
27.162,SQUAT,2633,-835,2786,-355,1917,315
27.178,SQUAT,3070,-1104,3094,-269,1798,387
27.193,SQUAT,3062,-363,3134,-240,1836,407
27.199,SQUAT,2545,-286,3364,-537,1760,408
27.221,SQUAT,2040,-283,3760,-867,1512,437
27.224,SQUAT,2515,-931,3958,-820,1364,384
27.240,SQUAT,2883,-1560,4113,-670,1238,206
27.259,SQUAT,2872,-1781,4153,-246,1257,176
27.283,SQUAT,2399,-968,4109,0,1242,193
27.298,SQUAT,2039,-354,4260,-192,1030,-236
27.313,SQUAT,1715,-451,4559,-563,769,150
27.327,SQUAT,2037,-844,4591,-620,565,160
27.342,SQUAT,2220,-1386,4510,-439,511,0
27.350,SQUAT,1853,-1404,4453,-315,418,-53
27.373,SQUAT,1460,-1541,4392,-292,247,-76
27.382,SQUAT,1151,-1810,4150,-304,-3,10
27.403,SQUAT,1222,-1617,4272,-189,-136,24
27.417,SQUAT,1433,-1622,4360,-145,-220,-42
27.433,SQUAT,1345,-1297,4482,48,-258,-70
27.447,SQUAT,1469,-991,4228,121,-288,-150
27.463,SQUAT,1404,-766,4067,121,-316,-224
27.480,SQUAT,1268,-889,4038,64,-447,-220
27.492,SQUAT,1451,-1102,3983,13,-580,-239
27.508,SQUAT,1756,-1228,3810,91,-594,-256
27.523,SQUAT,1596,-1349,3783,162,-644,-231
27.536,SQUAT,1607,-1294,3755,275,-671,-209
27.553,SQUAT,1712,-1239,3803,349,-690,-226
27.567,SQUAT,1749,-971,3856,412,-727,-203
27.582,SQUAT,1829,-771,3727,404,-804,-229
27.590,SQUAT,1987,-951,3719,391,-877,-260
27.612,SQUAT,2192,-947,3807,483,-885,-272
27.628,SQUAT,2198,-916,3790,492,-974,-284
27.641,SQUAT,2173,-893,3838,414,-1121,-268
27.657,SQUAT,2217,-765,3781,427,-1193,-280
27.673,SQUAT,2198,-622,3737,419,-1268,-275
27.688,SQUAT,2235,-618,3537,492,-1336,-254
27.702,SQUAT,2450,-526,3546,575,-1417,-286
27.717,SQUAT,2641,-476,3471,665,-1434,-344
27.728,SQUAT,2754,-346,3448,757,-1477,-367
27.748,SQUAT,2799,-287,3268,808,-1534,-359
27.763,SQUAT,2837,-205,3228,829,-1625,-333
27.777,SQUAT,2833,-221,3050,845,-1748,-297
27.793,SQUAT,2964,-164,2864,887,-1796,-260
27.808,SQUAT,3068,-138,2712,891,-1870,-248
27.823,SQUAT,3120,-123,2472,949,-1944,-222
27.836,SQUAT,3120,-190,2298,972,-2064,-163
27.853,SQUAT,3229,-110,2245,981,-2123,-101
27.868,SQUAT,3291,76,1970,968,-2184,-60
27.883,SQUAT,3413,390,1779,985,-2097,-12
27.898,SQUAT,3397,563,1668,962,-2109,-11
27.913,SQUAT,3314,652,1462,943,-2206,-26
27.927,SQUAT,3350,571,1369,822,-2279,-99
27.942,SQUAT,3287,437,1193,950,-2285,-69
27.958,SQUAT,3242,447,1155,877,-2304,-34
27.973,SQUAT,3233,347,972,830,-2229,14
27.987,SQUAT,3102,355,888,908,-2185,76
27.999,SQUAT,2888,499,947,861,-2261,177
28.015,SQUAT,2895,608,983,831,-2270,258
28.032,SQUAT,3014,586,795,936,-2215,261
28.048,SQUAT,3207,722,807,852,-2127,286
28.063,SQUAT,3280,824,876,655,-2037,282
28.078,SQUAT,3314,456,823,477,-1886,230
28.088,SQUAT,3099,148,1060,725,-2040,168
28.107,SQUAT,3622,6,1042,769,-2147,166
28.122,SQUAT,3846,-139,859,793,-2066,207
28.137,SQUAT,3542,-358,332,1166,-1918,322
28.148,SQUAT,3375,-153,-27,1398,-1903,477
28.167,SQUAT,3922,123,99,839,-1818,558
28.182,SQUAT,4002,-62,-115,390,-1588,528
28.198,SQUAT,3731,-326,-280,170,-1577,527
28.210,SQUAT,4989,-149,-20,-154,-1212,341
28.228,SQUAT,5923,178,427,-335,-642,-3
28.243,SQUAT,5081,-300,459,-311,-294,-36
28.258,SQUAT,4373,-210,182,172,-41,-42
28.272,SQUAT,4008,-25,-277,532,16,-70
28.288,SQUAT,3904,-174,-1020,558,-117,-81
28.303,SQUAT,3659,-620,-1541,478,-236,0
28.317,SQUAT,3586,-701,-1354,545,-344,82
28.333,SQUAT,3895,-222,-1252,311,-432,52
28.339,SQUAT,4214,132,-933,-229,-326,-6
28.363,SQUAT,4057,-4,-401,-420,-260,-60
28.378,SQUAT,4007,-314,-300,-373,-222,-89
28.393,SQUAT,4328,-610,-459,-218,-131,-129
28.408,SQUAT,4288,-990,-706,-77,-77,-179
28.423,SQUAT,3989,-965,-872,203,-56,-219
28.438,SQUAT,3801,-679,-1004,323,-49,-211
28.452,SQUAT,3700,-110,-1066,154,-76,-187
28.468,SQUAT,3690,161,-1168,-104,-121,-209
28.482,SQUAT,3984,47,-1203,-341,-154,-238
28.498,SQUAT,4081,-346,-1127,-462,-143,-205
28.512,SQUAT,4150,-653,-994,-300,-157,-236
28.527,SQUAT,3950,-608,-990,-130,-105,-249
28.543,SQUAT,3945,-236,-1063,4,-85,-273
28.558,SQUAT,3624,-46,-1075,-102,-77,-160
28.573,SQUAT,4016,268,-1055,-147,-139,-279
28.587,SQUAT,3943,226,-997,-190,-80,-264
28.602,SQUAT,3750,79,-1073,-226,-99,-146
28.618,SQUAT,3759,303,-1470,-299,-102,-16
28.633,SQUAT,3942,921,-1419,-235,-119,-54
28.646,SQUAT,3885,1023,-1268,-464,-195,-218
28.662,SQUAT,3621,733,-1171,-578,-276,-213
28.677,SQUAT,3822,505,-999,-554,-260,-115
28.693,SQUAT,3988,559,-912,-439,-203,-32
28.708,SQUAT,4126,742,-898,-332,-141,-39
28.723,SQUAT,4102,854,-890,-308,-102,-81
28.735,SQUAT,4047,806,-823,-220,-68,-146
28.753,SQUAT,4013,831,-747,-103,-116,-183
28.781,SQUAT,3935,668,-904,-88,-34,-156
28.781,SQUAT,3741,587,-1032,-19,-66,-138
28.798,SQUAT,4012,752,-994,29,3,-122
28.813,SQUAT,4080,753,-1036,72,64,-113
28.828,SQUAT,3888,598,-1009,150,62,-91
28.843,SQUAT,3713,601,-938,182,6,-40
28.858,SQUAT,4028,683,-816,188,13,12
28.873,SQUAT,4019,549,-627,100,60,61
28.887,SQUAT,4169,524,-675,99,108,79
28.903,SQUAT,3973,660,-617,114,121,30
28.917,SQUAT,3678,843,-898,254,24,-21
28.929,SQUAT,3645,1136,-1144,275,6,-3
28.948,SQUAT,3704,1361,-1228,184,25,38
28.962,SQUAT,3948,1405,-1222,-37,19,55
28.977,SQUAT,3883,996,-1259,-281,24,147
28.993,SQUAT,3670,577,-1228,-460,-104,278
29.006,SQUAT,3905,567,-1245,-450,-31,331
29.020,SQUAT,4039,643,-1151,-381,61,250
29.037,SQUAT,4058,539,-1026,-368,123,193
29.052,SQUAT,4036,419,-946,-405,191,177
29.067,SQUAT,3972,340,-938,-319,259,156
29.083,SQUAT,3890,177,-1049,-149,339,147
29.098,SQUAT,3897,65,-1116,-16,436,178
29.104,SQUAT,3929,216,-1062,47,530,206
29.125,SQUAT,4127,529,-1076,40,585,194
29.143,SQUAT,4210,742,-1105,-131,674,143
29.158,SQUAT,4115,716,-1048,-286,741,93
29.172,SQUAT,4072,503,-920,-363,794,78
29.186,SQUAT,4166,351,-718,-366,846,101
29.203,SQUAT,4553,377,-431,-396,907,86
29.217,SQUAT,4907,436,-140,-374,1156,-29
29.231,SQUAT,5119,389,-17,-392,1559,-146
29.244,SQUAT,5445,385,103,-553,1950,-219
29.263,SQUAT,5804,336,523,-710,2219,-295
29.277,SQUAT,6347,241,1363,-675,2446,-401
29.292,SQUAT,6470,351,1972,-604,2836,-475
29.306,SQUAT,5961,37,1813,-894,3283,-405
29.319,SQUAT,5420,-122,1500,-1241,3591,-301
29.338,SQUAT,5003,332,1184,-1282,3617,-288
29.353,SQUAT,4135,1261,927,-1051,3136,-449
29.367,SQUAT,3886,1806,942,-718,2512,-672
29.382,SQUAT,4370,1912,773,-809,2209,-763
29.397,SQUAT,5158,1675,765,-1433,2377,-641
29.413,SQUAT,5126,1077,935,-2202,2680,-323
29.428,SQUAT,4496,478,1490,-2723,2533,-132
29.442,SQUAT,4136,60,1797,-2531,2295,-92
29.457,SQUAT,3945,-31,1581,-2368,2271,-17
29.473,SQUAT,3741,-275,1535,-2240,2317,78
29.488,SQUAT,3204,-466,1614,-1788,2236,71
29.503,SQUAT,2887,-738,1978,-1177,2027,-38
29.518,SQUAT,3159,-708,1926,-1254,1995,-134
29.530,SQUAT,3840,-261,1848,-1663,2207,-256
29.548,SQUAT,4025,151,2172,-1662,2465,-276
29.563,SQUAT,3717,-50,2722,-1004,2530,-172
29.578,SQUAT,3845,-380,3000,-898,2615,-14
29.592,SQUAT,4552,-348,3173,-1286,2671,-43
29.606,SQUAT,4875,1150,3200,-1929,2761,-164
29.619,SQUAT,3815,1582,2809,-2142,3032,-120
29.635,SQUAT,2087,-245,2521,-2077,2995,217
29.653,SQUAT,968,-2497,2649,-1951,2948,515
29.668,SQUAT,549,-3483,2380,-1483,2883,479
29.681,SQUAT,325,-2786,2223,-875,2658,326
29.698,SQUAT,20,-1838,1451,-222,2382,406
29.713,SQUAT,-393,-1066,703,-250,1906,439
29.728,SQUAT,-724,-1112,378,-538,1382,512
29.740,SQUAT,-853,-1584,555,-176,890,492
29.758,SQUAT,-714,-1007,598,-4,394,392
29.770,SQUAT,-946,-449,362,132,-62,326
29.788,SQUAT,-1453,-653,538,246,-562,243
29.802,SQUAT,-1081,-1229,998,471,-1024,108
29.818,SQUAT,-196,-1269,1242,697,-1333,-21
29.833,SQUAT,677,-897,1687,952,-1400,-132
29.844,SQUAT,1052,-610,2118,1133,-1445,-223
29.863,SQUAT,996,-596,2437,1257,-1587,-319
29.877,SQUAT,572,-831,2557,1470,-1833,-348
29.892,SQUAT,546,-1016,2700,1750,-2080,-327
29.907,SQUAT,1214,-738,2724,1764,-2132,-297
29.920,SQUAT,2252,-251,3164,1803,-2210,-399
29.938,SQUAT,2941,217,2803,1815,-2245,-549
29.950,SQUAT,2685,526,2617,1740,-2303,-536
29.960,SQUAT,1766,482,2517,1665,-2528,-364
29.981,SQUAT,1293,358,2416,1704,-2978,-214
29.998,SQUAT,2291,525,2033,1334,-3040,-208
30.013,SQUAT,3181,694,2111,811,-3089,-427
